ID	Active (0/1)	Name *	Categories (x,y,z...)	Price tax excluded or Price tax included	Tax rules ID	Wholesale price	On sale (0/1)	Discount amount	Discount percent	Discount from (yyyy-mm-dd)	Discount to (yyyy-mm-dd)	Reference #	Supplier reference #	Supplier	Manufacturer	EAN13	UPC	Ecotax	Width	Height	Depth	Weight	Quantity	Minimal quantity	Visibility	Additional shipping cost	Unity	Unit price	Short description	Description	Tags (x,y,z...)	Meta title	Meta keywords	Meta description	URL rewritten	Text when in stock	Text when backorder allowed	Available for order (0 = No, 1 = Yes)	Product available date	Product creation date	Show price (0 = No, 1 = Yes)	Image_URLs_(x,y,z...)	Delete existing images (0 = No, 1 = Yes)	Feature(Name:Value:Position)	Available online only (0 = No, 1 = Yes)	Condition	Customizable (0 = No, 1 = Yes)	Uploadable files (0 = No, 1 = Yes)	Text fields (0 = No, 1 = Yes)	Out of stock	ID / Name of shop	Advanced stock management	Depends On Stock	Warehouse
83595	1	MGD OF560 Rocket II Solid - noir mat	447	91.66666667	1	36.66666667	1					MGD 3115300-11	MGD 3115300-11	Mototrend	LS2								0	0					Casque jet dernier cri qui passe sous presque toutes les selles	<br><p><strong>OF560</p></strong> Casque jet dernier cri qui passe sous presque toutes les selles<br><p><strong>Coques</p></strong><ul><li>2 coques en HTTP-resin (high pressure thermoplastic technology)</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>nouvelle démontage rapide de la visière ultra-quick-release (SR2S)</li></ul><br><p><strong>Ventilation</p></strong><ul><li>système d’aération dynamique</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/305601011_500.jpg	0	Couleur:noir mat:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:HTTP-resin (high pressure thermoplastic technology):4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83596	1	MGD OF560 Team - blanc	447	137.962963	1	55.18518519	1					MGD 3115403-10	MGD 3115403-10	Mototrend	LS2								0	0					Casque jet dernier cri qui passe sous presque toutes les selles	<br><p><strong>OF560</p></strong> Casque jet dernier cri qui passe sous presque toutes les selles<br><p><strong>Coques</p></strong><ul><li>2 coques en HTTP-resin (high pressure thermoplastic technology)</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>nouvelle démontage rapide de la visière ultra-quick-release (SR2S)</li></ul><br><p><strong>Ventilation</p></strong><ul><li>système d’aération dynamique</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/03115403-10.jpg	0	Couleur:blanc:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:HTTP-resin (high pressure thermoplastic technology):4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83597	1	MGD OF561 Dinoco - noir	447	110.1851852	1	44.07407407	1					MGD 3135201-1	MGD 3135201-1	Mototrend	LS2								0	0					Un petit bijou très esthétique – pratique et stylé, juste de la bonne taille pour être rangé sous la plupart des sièges de scooter	<br><p><strong>of561</p></strong> Un petit bijou très esthétique – pratique et stylé, juste de la bonne taille pour être rangé sous la plupart des sièges de scooter<br><p><strong>Coques</p></strong><ul><li>2 coques en HTTP-resin (high pressure thermoplastic technology)</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>pare-soleil intégré</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1		0	Couleur:noir:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:HTTP-resin (high pressure thermoplastic technology):4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83598	1	MGD OF561 Wave Beat - rose	447	110.1851852	1	44.07407407	1					MGD 3165200-20	MGD 3165200-20	Mototrend	LS2								0	0					Un petit bijou très esthétique – pratique et stylé, juste de la bonne taille pour être rangé sous la plupart des sièges de scooter	<br><p><strong>of561</p></strong> Un petit bijou très esthétique – pratique et stylé, juste de la bonne taille pour être rangé sous la plupart des sièges de scooter<br><p><strong>Coques</p></strong><ul><li>2 coques en HTTP-resin (high pressure thermoplastic technology)</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>pare-soleil intégré</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/505612144_500.jpg	0	Couleur:rose:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:HTTP-resin (high pressure thermoplastic technology):4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83599	1	MGD OF561 Wave Solid - noir mat	447	91.66666667	1	36.66666667	1					MGD 3135200-11	MGD 3135200-11	Mototrend	LS2								0	0					Un petit bijou très esthétique – pratique et stylé, juste de la bonne taille pour être rangé sous la plupart des sièges de scooter	<br><p><strong>of561</p></strong> Un petit bijou très esthétique – pratique et stylé, juste de la bonne taille pour être rangé sous la plupart des sièges de scooter<br><p><strong>Coques</p></strong><ul><li>2 coques en HTTP-resin (high pressure thermoplastic technology)</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>pare-soleil intégré</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/305611011_500.jpg	0	Couleur:noir mat:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:HTTP-resin (high pressure thermoplastic technology):4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83600	1	MGD OF569 Track solid - noir mat	447	165.7407407	1	66.2962963	1					MGD 3115100-11	MGD 3115100-11	Mototrend	LS2								0	0					Casque jet tout confort avec pare-soleil intégré	<br><p><strong>OF569</p></strong> Casque jet tout confort avec pare-soleil intégré<br><p><strong>Coques</p></strong><ul><li>coques en HTTP-resin (high pressure thermoplastic technology)</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>nouvelle démontage rapide de la visière ultra-quick-release (SR2S)</li></ul><br><p><strong>Ventilation</p></strong><ul><li>système d’aération dynamique</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/305692011_500.jpg	0	Couleur:noir mat:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:HTTP-resin (high pressure thermoplastic technology):4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83601	1	MGD OF569 Track solid - blanc	447	165.7407407	1	66.2962963	1					MGD 3115100-10	MGD 3115100-10	Mototrend	LS2								0	0					Casque jet tout confort avec pare-soleil intégré	<br><p><strong>OF569</p></strong> Casque jet tout confort avec pare-soleil intégré<br><p><strong>Coques</p></strong><ul><li>coques en HTTP-resin (high pressure thermoplastic technology)</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>nouvelle démontage rapide de la visière ultra-quick-release (SR2S)</li></ul><br><p><strong>Ventilation</p></strong><ul><li>système d’aération dynamique</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/305692002_500.jpg	0	Couleur:blanc:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:HTTP-resin (high pressure thermoplastic technology):4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83602	1	MGD OF583 Bobber Kurt - vert mat	447	230.5555556	1	92.22222222	1					MGD 3155030-15	MGD 3155030-15	Mototrend	LS2								0	0					Casque vintage très trend, et fort stylé avec ça, grâce aux 3 tailles de la coque extérieure. Ce casque est fourni avec lunettes et visière incluses	<br><p><strong>of583</p></strong> Casque vintage très trend, et fort stylé avec ça, grâce aux 3 tailles de la coque extérieure. Ce casque est fourni avec lunettes et visière incluses<br><p><strong>Coques</p></strong><ul><li>3 coques en fibre de verre</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/305833062_500.jpg	0	Couleur:vert mat:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:fibre de verre:4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83603	1	MGD OF583 Bobber Solid - noir mat	447	202.7777778	1	81.11111111	1					MGD 3155035-11	MGD 3155035-11	Mototrend	LS2								0	0					Casque vintage très trend, et fort stylé avec ça, grâce aux 3 tailles de la coque extérieure. Ce casque est fourni avec lunettes et visière incluses	<br><p><strong>of583</p></strong> Casque vintage très trend, et fort stylé avec ça, grâce aux 3 tailles de la coque extérieure. Ce casque est fourni avec lunettes et visière incluses<br><p><strong>Coques</p></strong><ul><li>3 coques en fibre de verre</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/03155035.jpg	0	Couleur:noir mat:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:fibre de verre:4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83604	1	MGD OF586 Bishop Solid - noir mat	447	137.962963	1	55.18518519	1					MGD 3145000-11	MGD 3145000-11	Mototrend	LS2								0	0					Petit mais solide – casque jet compact avec système pare-soleil intégré et une petite visière en option	"<br><p><strong>OF586</p></strong> Petit mais solide – casque jet compact avec système pare-soleil intégré et une petite visière en option<br><p><strong>Coques</p></strong><ul><li>2 coques en HTTP-resin (high pressure thermoplastic technology)</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>nouvelle démontage rapide de la visière ultra-quick-release (SR2S); visière anti-fog</li></ul><br><p><strong>Ventilation</p></strong><ul><li>système d’aération dynamique</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure antibactérienne entièrement démontable et lavable</li></ul>"						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/305861011_500.jpg	0	Couleur:noir mat:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:HTTP-resin (high pressure thermoplastic technology):4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83605	1	MGD OF597 Cabrio Carbon - carbon	447	323.1481481	1	129.2592593	1					MGD 3155040-29	MGD 3155040-29	Mototrend	LS2								0	0					Casque jet très léger en fibre de carbone avec visière solaire intégrée. Grâce à une production hautement sophistiquée, il ne pèse que 900grammes environ.	<br><p><strong>OF597 Cabrio Carbon - carbon</p></strong><br><p><strong>Coques</p></strong><ul><li>3 coques en Carbon-Fiber</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>nouvelle démontage rapide de la visière</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure antibactérienne entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/03155040-29_1.jpg,https://www.motogoodeal.ch/img/import/test/03155040-29_2.jpg,https://www.motogoodeal.ch/img/import/test/03155040-29_3.jpg,https://www.motogoodeal.ch/img/import/test/03155040-29_4.jpg	0	Couleur:carbon:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:fibre de carbonne:4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83606	1	MGD OF597 Cabrio Via - jaune fluo	447	249.0740741	1	99.62962963	1					MGD 3165040-14	MGD 3165040-14	Mototrend	LS2								0	0					Casque jet très léger en fibre de carbone avec visière solaire intégrée. Grâce à une production hautement sophistiquée, il ne pèse que 900grammes environ.	<br><p><strong>OF597 Cabrio Via - jaune fluo</p></strong><br><p><strong>Coques</p></strong><ul><li>3 coques en Carbon-Fiber</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>nouvelle démontage rapide de la visière</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure antibactérienne entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/03165040-14_1.jpg,https://www.motogoodeal.ch/img/import/test/03165040-14_2.jpg,https://www.motogoodeal.ch/img/import/test/03165040-14_3.jpg,https://www.motogoodeal.ch/img/import/test/03165040-14_4.jpg	0	Couleur:jaune fluo:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:fibre de carbonne:4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83607	1	MGD OF597 Cabrio Via - orange	447	249.0740741	1	99.62962963	1					MGD 3165040-8	MGD 3165040-8	Mototrend	LS2								0	0					Casque jet très léger en fibre de carbone avec visière solaire intégrée. Grâce à une production hautement sophistiquée, il ne pèse que 900grammes environ.	<br><p><strong>OF597 Cabrio Via - orange</p></strong><br><p><strong>Coques</p></strong><ul><li>3 coques en Carbon-Fiber</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>nouvelle démontage rapide de la visière</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure antibactérienne entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/03165040-08_1.jpg,https://www.motogoodeal.ch/img/import/test/03165040-08_2.jpg,https://www.motogoodeal.ch/img/import/test/03165040-08_3.jpg,https://www.motogoodeal.ch/img/import/test/03165040-08_4.jpg	0	Couleur:orange:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:fibre de carbonne:4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83608	1	MGD OF597 Cabrio Via - titan/gun	447	249.0740741	1	99.62962963	1					MGD 3165040-26	MGD 3165040-26	Mototrend	LS2								0	0					Casque jet très léger en fibre de carbone avec visière solaire intégrée. Grâce à une production hautement sophistiquée, il ne pèse que 900grammes environ.	<br><p><strong>OF597 Cabrio Via - titan/gun</p></strong><br><p><strong>Coques</p></strong><ul><li>3 coques en Carbon-Fiber</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>nouvelle démontage rapide de la visière</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure antibactérienne entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/03165040-26_1.jpg,https://www.motogoodeal.ch/img/import/test/03165040-26_2.jpg,https://www.motogoodeal.ch/img/import/test/03165040-26_3.jpg,https://www.motogoodeal.ch/img/import/test/03165040-26_4.jpg	0	Couleur:titan/gun:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:fibre de carbonne:4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
83609	1	MGD OF597 Cabrio Via - blanc matt	447	249.0740741	1	99.62962963	1					MGD 3165040-21	MGD 3165040-21	Mototrend	LS2								0	0					Casque jet très léger en fibre de carbone avec visière solaire intégrée. Grâce à une production hautement sophistiquée, il ne pèse que 900grammes environ.	<br><p><strong>OF597 Cabrio Via - blanc matt</p></strong><br><p><strong>Coques</p></strong><ul><li>3 coques en Carbon-Fiber</li></ul><br><p><strong>Homologation</p></strong><ul><li>ECE22-05 </li></ul><br><p><strong>Visière</p></strong><ul><li>nouvelle démontage rapide de la visière</li></ul><br><p><strong>Doublure</p></strong><ul><li>doublure antibactérienne entièrement démontable et lavable</li></ul>						En Stock	Disponibilité : Délai sur demande	1	24.06.2016	24.06.2016	1	https://www.motogoodeal.ch/img/import/test/03165040-21_1.jpg,https://www.motogoodeal.ch/img/import/test/03165040-21_2.jpg,https://www.motogoodeal.ch/img/import/test/03165040-21_3.jpg,https://www.motogoodeal.ch/img/import/test/03165040-21_4.jpg	0	Couleur:blanc matt:1,Type de casque:Jet:2,Genre:Adultes:3,Coque:fibre de carbonne:4,Ecran anti-buée:Non:5,Cache-nez:Oui:6,Double écran solaire:Non:7,Intérieur démontable et lavable:Oui:8,Livré avec une housse:Oui:9,Ecran anti-rayures:Non:10,Jugulaire:Boucle micrométrique:11	0	new	0	0	0	0	0	0	0	0
